sentence,label
Kekuatan besar layar raksasa dan gambarnya yang sangat realistik digunakan dengan sempurna dalam ruang stesen 3D ruang dokumentari luar angkasa yang indah.,5
Mempunyai joie de vivre yang jelas dan mudah.,4
"Lebih daripada apa-apa, Kissing Jessica Stein menyuntikkan kesegaran dan semangat dalam genre komedi romantis, yang telah disandera oleh skrip generik yang berusaha untuk membuat semula Sleepless in Seattle berulang-ulang kali.",5
Filem ini mempunyai aksi yang mustahil biasa ... Tetapi mempunyai begitu banyak adegan yang cukup ramping dan cukup kuat untuk dimuat dalam filem aksi moden.,4
"Sebilangan besarnya berfungsi kerana tema universal, persembahan yang sungguh-sungguh ... dan penggunaan muzik yang sangat baik oleh Gulzar dan Jagjit Singh yang terkenal di India.",5
"... satu perkara yang dimiliki filem Wild ini yang tidak dilakukan oleh filem Imax lain: simpanse, banyak simpanse, semuanya meletup seukuran sebuah rumah.",3
Itu menyeronokkan untuk kanak-kanak dari segala usia.,5
"Penulis / pengarah David Caesar memanfaatkan rasa tempatan dengan filem yang sangat menggembirakan mengenai perubahan zaman, budaya bertembung dan kesenangan pizza yang dibuat dengan baik.",5
Jarang sekali saya melihat filem yang sanggup memperjuangkan kekalahan hati manusia.,5
"Holofcener menolak penyelesaian paten untuk menggerakkan kekacauan hidup dari dalam ke luar, dalam semua kebiasaannya yang pelik.",5
"Seperti The Full Monty, ini pasti dapat menaikkan semangat penonton dan membiarkan mereka menyanyi lama setelah kredit dilancarkan.",5
"... sebuah komedi hitam yang penuh kegembiraan, sangat jahat ...",5
Kinnear dan Dafoe memberikan persembahan kerjaya mereka.,5
"Secara keseluruhan, pesta yang hebat.",4
Kisah tekad dan semangat manusia yang bergerak.,5
"""Brown Sugar"" mengagumkan ingin menjadi lebih daripada klon ""Best Man"" yang lain dengan menenun tema sepanjang filem lucu ini.",4
"(Gulpilil) adalah kehadiran layar yang memerintah, dan watak humanisme yang melimpah menjadikannya kompas moral filem itu.",4
Sebuah karya yang berjaya dan beresonansi.,5
"Dalam beberapa cara, Lagaan adalah Bollywood klasik.",3
Kecuali itu jauh lebih baik.,5
"Meskipun tidak pernah berkembang sepenuhnya sebagai sebuah film, namun masih banyak memberikan gambaran mengenai keadaan wanita dan bahaya emosi yang tidak teratur ditindas.",3
"Skotlandia kelihatan hebat, peminat sering fanatik lucu, pertunjukan pasti mengalahkan hari golf yang buruk.",4
"Apa yang memeriahkan filem ini, di luar arahan Cardoso yang cerdik dan persembahan terperinci yang indah oleh semua pelakon, adalah catatan penolakan terhadap perintah sosial.",4
"Emosi itu benar-benar berlaku kerana berdarah begitu panas, dan kedua petunjuk itu sesuai dengan tugasnya.",5
"Walaupun tidak memiliki perincian buku ini, filem ini memiliki ketegangan serius.",4
Saya akan menonton kedua-duanya sekali lagi dalam satu minit di New York.,5
"Tidak ada cinta seperti untuk memberikan filem B-12, dan CQ berkilauan dengannya.",5
"Karangan yang menyentuh tentang kematian, terutamanya bunuh diri.",4
"Filem ini sangat berbeza dengan The Apple dan begitu mengagumkan sehingga hanya dapat mendorong kita untuk melihat Samira Makhmalbaf sebagai kepekaan yang sangat khas, berusaha mengembangkan bahasa filemnya sendiri dengan kejayaan yang jelas.",4
Seperti rakan yang kurang cantik untuk Mr. Wong's In the Mood for Love - filem Hong Kong walaupun berada di daratan.,3
"... sebuah filem muram, hampir sama sekali tidak ditangguhkan oleh komedi melampaui ironi sehari-hari orang miskin yang bekerja.",3
Coral Reef Adventure adalah filem kelas berat yang bertarung dengan baik bagi terumbu karang yang terancam punah di dunia - dan ini memungkinkan gambar-gambar itu dilakukan.,4
Hasil keseluruhan adalah gambaran batas ujian yang cerdas dan realistik.,5
"Menyedihkan dan bergerak, A Walk to Remember adalah kisah cinta yang memberi inspirasi, mengabadikan rasa tidak bersalah dan idealisme dari pertemuan pertama itu.",5
Perlu diberi penghormatan hanya kerana berusaha menjadi lebih kompleks daripada filem rata-rata anda.,4
Pendekatan kacak dan canggih untuk komedi romantis di tempat kerja.,4
"Potret usia yang indah yang indah, diambil dengan nada biru, hijau dan coklat yang berseni.",5
"Walaupun Cherish tidak dapat bertahan sepenuhnya dari perubahan tonalnya dari komedi gelap menjadi thriller yang penuh ketegangan, ia hanya mempunyai daya tarikan yang cukup dan kebiasaan watak yang menarik untuk memaafkan masalah yang masih serius itu.",4
"Dalam banyak hal, mengingatkan pada tahun 1992 yang Tak Terlupakan yang juga menggunakan kekuatan para pelakonnya untuk menarik ancaman dialognya yang jarang.",3
"Kami mengagumi filem ini kerana objektif dan keengganan keras untuk meminta air mata, simpati kami.",5
"Drama kostum yang sering ditonton, walaupun konyol dan suram, ditayangkan pada akhir abad ke-15.",4
"Keseluruhan pemeran utama adalah yang pertama, terutama Sorvino.",5
The Cat's Meow menandakan kepulangan untuk pengarah Peter Bogdanovich ...,4
Ini adalah filem eskapis ringan.,3
"Drama usia yang sensitif, pintar, cerdas, menarik ini merangkumi psikologi pasif-agresif pergantungan dan perjuangan untuk harga diri.",5
"Kemuncak usaha semua orang diberikan kehidupan ketika A Selection muncul dalam bentuk terakhirnya (dalam ""Last Dance"").",3
"Ketika mempersoalkan proses pemilihan, Payami secara grafik menggambarkan masalah demokrasi yang masih baru, tetapi juga kekuatan dan rasa kebebasan yang dimiliki oleh rakyat Iran, dengan atau tanpa akses ke kotak suara.",4
Filem yang sangat menawan dan lucu.,5
Ini adalah filem yang berjaya menemui kehebatan dalam warna ikonografi yang drastik.,4
"Diselaraskan dengan thriller bola skru 85 minit yang ketat, ""Big Trouble"" adalah lucu, tidak berbahaya dan sama besarnya dengan bak popcorn dengan mentega tambahan.",3
Pelakon sempurna Barry telah membuat kerja yang sangat baik di sini.,5
Masalah terbesar dengan filem ini ialah tidak cukup lama.,3
"Walaupun tidak begitu buruk filemnya, film ini tidak semenarik yang asli.",2
Kelulusan Ali dari layar kecil ke layar lebar jauh lebih menyakitkan daripada pertemuan pembukaannya dengan terrier yang terlalu asyik.,3
"Saya selalu menghargai sebuah filem yang ditulis dengan bijak, dan, apa sahaja kekurangan yang dimiliki oleh Igby Goes Down, memang tidak dapat dinafikan.",4
Anda boleh menghirup anggur vintaj anda dan menonton produksi Merchant Ivory anda;,5
Mungkin menjadi mangsa pembunuhan kritikal yang paling tidak semestinya sejak Bandar dan Negara.,3
"Kajian psikologi yang sejuk, merenung, tetapi diam-diam resonan terhadap ketegangan dan ketidakbahagiaan domestik.",4
"Filem ini melakukan yang terbaik untuk mengatasi kita, dengan pertolongan kedua cinta, percintaan, tragedi, fajar palsu, fajar nyata, pelepasan komik, dua krisis yang terpisah semasa upacara perkahwinan, dan pemandangan Cotswolds yang subur.",4
"Sejuk, gementar dan tidak dapat dilupakan.",4
Menjadi kajian menarik mengenai pengasingan dan kekecewaan yang berjaya mencipta semula keadaan fizikal dan ketegangan emosi saudara perempuan Papin.,4
Luangkan Benjamins anda di matinee.,3
"Secara keseluruhannya, ini adalah pelaksanaan cerita yang cukup bagus daripada kisah penulis filem aksi Hollywood yang mereka buat sendiri.",4
Layak dilihat hanya untuk Weaver dan LaPaglia.,4
Sekumpulan hiburan pelarian yang menyenangkan.,5
Di antara banyak keseronokan adalah kecerdasan seniman yang meriah dan persepsi mereka mengenai keadaan mereka sendiri.,4
"Ini secara konsisten lucu, dengan cara yang tidak dapat ditahan di tingkat SMP, dan secara konsisten bebas dari gangguan yang akan memaksa anda untuk memberikannya satu milisaat pemikiran.",4
"Ini adalah frisson penemuan dan humor yang lucu antara Chaplin dan Kidman yang menjadikan jam luka yang baik ini tidak hanya berdetak, tetapi bersenandung.",4
"Bercerita mungkin biasa, tetapi pemeran adalah salah satu perjumpaan semua bintang yang disangka oleh peminat Gosford Park adalah hari lain pawagam Brit.",4
Ada sesuatu mengenai kumpulan perarakan yang membawa saya ke tempat saya tinggal.,3
"Cuaron berulang kali, secara sesat memotong joie de vivre walaupun dia membuatnya, memberikan filem ini arus rendah yang menyedihkan yang menempatkan para shenanigans masa baik dalam perspektif selamat datang.",5
"Ini jelas merupakan peningkatan pada Blade pertama, kerana ia tidak terlalu serius.",4
"Ekstravaganza slam-bang yang berkaitan dengan masa-masa liar-dan-wol, dinding-ke-dinding.",5
Apa yang memalukan tentang Full Frontal adalah terlalu dekat dengan kehidupan nyata untuk masuk akal.,2
Apa yang menyegarkan adalah bahawa ia tidak peduli.,4
Adakah Red Dragon layak mendapat tempat di samping filem Hannibal yang lain?,3
"Seperti yang dikatakan oleh Hannibal, ya, ""Seperti mempunyai kawan lama untuk makan malam"".",4
Penulis-pengarah Juan Carlos Fresnadillo membuat penampilan sulung yang terbentuk sepenuhnya dan sangat terjamin.,5
"ditulis dengan teliti, dipersembahkan dengan baik",5
Mungkin filem paling kasar pernah dibuat.,1
"Lucu, walaupun.",3
Pelayaran pascamoden selama 90 minit ini lebih melencong dan menimbulkan pemikiran daripada yang saya harapkan.,4
Salah satu filem yang sangat jarang berlaku di mana perbincangan sahaja sudah cukup untuk membuat kita terus terlibat.,5
"Klasik kecil yang menyakitkan hati, karya seniman asli dan tunggal.",5
Satira yang bodoh dan tidak takut membuang siku apabila perlu ...,4
"Di antara mereka, De Niro dan Murphy menjadikan Showtime sebagai kenikmatan bersalah yang paling sedap dan menggelikan dari banyak musim filem baru-baru ini.",5
"Jackson berusaha untuk memastikan pelat berputar dengan sebaik mungkin, tetapi bolak-balik tidak dapat membantu tetapi menjadi sedikit membosankan - walaupun dengan pemandangan yang menakjubkan dan varmint jahat di sana untuk mengalihkan perhatian anda dari ricocheting.",3
"Pembuat filem David Weissman dan Bill Weber mendapat keuntungan besar dari kegilaan kamera Cockettes - bukan sahaja mereka membuat persembahan filem, tetapi mereka melakukan hal yang sama di rumah.",4
Menarik baik sebagai kajian sejarah dan juga kisah cinta tragis.,4
"Gaya penceritaan berdasarkan watak yang bergaya tetapi mantap, dan akhirnya sangat memuaskan.",5
"Ini menjemput saya, mengayunkan saya, dan menjatuhkan saya di tempat duduk saya dengan kekuatan emosi yang lebih banyak daripada filem lain yang baru-baru ini.",5
Novel kolonialisme dan empayar Graham Greene diangkat oleh prestasi Michael Caine sebagai wartawan yang letih dalam dunia yang sedang berubah.,4
"Meski sama dengan nada nada, filem ini memiliki daya hidup yang cukup untuk membenarkan gagasan untuk membuat adaptasi layar dari kisah Evans mengenai Hollywood.",4
"Dapat ditonton secara komprehensif, tidak kira seberapa banyak perkara yang direndahkan.",4
Menyampaikan maklumat pergerakan dan maklumat dalaman yang hampir sama.,4
Selamat menjamu selera !,4
"Sama seperti makanan yang enak, Red Dragon memuaskan - dari resipi masaknya, ramuan inspirasi, masakan yang diperakui dan persembahan yang enak.",5
"Strukturnya sederhana, tetapi dengan caranya sendiri, Rabbit-Proof Fence adalah kisah pencarian yang semewah The Lord of the Rings.",4
Perayaan hidup dan cinta di New York yang menawan dan penuh pemikiran ini mempunyai penghargaan.,5
"Sebilangan orang berbaris dengan gendang yang berbeza, dan jika anda pernah bertanya-tanya jenis rumah apa yang mereka tinggal, dokumentari ini melihat 5 pilihan tempat tinggal alternatif.",4
Sangat lucu ... dan lebih gila daripada Michael Jackson di tingkat atas taman asuhan pencakar langit yang dikelilingi oleh tingkap terbuka.,4
Filem yang akan memikat seluruh keluarga.,4
"Pesona filem pertama masih ada, dan ceritanya terasa seperti kesinambungan kerjaya sepasang anak-anak pengintip yang logik dan tidak paksa.",4
K 19 tetap bertahan sebagai filem / aksi yang baik,4
Ini membuat anda meninggalkan orang percaya lagi dan cukup bersorak hanya dengan itu.,5
"Seperti paparan 60 Minit terbaik, filem ini (pada 80 minit) sebenarnya cukup menghiburkan.",5
"dokumen 83 minit projek yang dimulakan dalam keributan, melihat berulang-ulang antara mengawal minat berkali-kali, dan kemudian menemui titik manisnya",3
"Perjalanan yang penuh emosi dan rohani dilihat melalui mata kanan, dengan pelakon yang tepat dan dengan jenis bakat visual yang menunjukkan apa yang benar-benar dapat dilakukan oleh pawagam.",5
Nair tidak menggunakan (Monsoon Wedding) untuk meratapi kehilangan budaya.,3
"Sebagai gantinya, dia melihatnya sebagai kesempatan untuk menghidupkan kembali apa yang selalu dan luar biasa tentang tradisi berpegang teguh.",4
"Kedua-dua Grant dan Hoult membawa filem itu kerana mereka boleh dipercayai sebagai orang - cacat, yakin akan perkara yang salah, dan takut untuk mengakui betapa mereka benar-benar memerlukan syarikat orang lain.",4
"Kehidupan berganda dalam filem Amerika hanya tidak ada gunanya, tetapi tidak di sini.",3
Perkara berlaku secara realistik jika tidak selalu berlaku.,4
"Dalam pembantu rumah yang ramah di Manhattan, percubaan Jennifer Lopez yang paling agresif dan paling ikhlas untuk mengambil filem dengan ribut, diva dengan cerdik mengelilingi dirinya dengan syarikat pemain A-list yang ketat.",4
"Seperti Mike adalah kepingan fantasi b-ball yang naif dan tidak berbahaya, sesuai untuk diisi semasa musim NBA yang sebenar.",3
"Walaupun filem penulis / sutradara Bart Freundlich akhirnya menjadi kisah sederhana mengenai hubungan ibu bapa-anak yang tidak berfungsi, ia mempunyai beberapa kualiti khas dan berat hati pertunjukan penambat Crudup.",4
"Apa yang kurang dalam filem ini lebih dari sekadar membuat drama, ketegangan, balas dendam, dan cinta.",4
Cukup serba kekurangan untuk membuat anda berminat tanpa menghampiri anda.,4
Meneliti secara terang-terangan masalah romantis individu yang kerinduannya menimbulkan rasa tidak puas hati.,4
Apa yang menonjolkan filem di atas pengisar single single adalah rasa humor dan kemasan teknologinya.,5
Sebuah filem mengenai persahabatan wanita yang boleh dipeluk oleh lelaki dan wanita akan bercakap selama berjam-jam.,5
"Pengarahan dan kisahnya terpisah, kekurangan yang harus diletakkan tepat di depan pintu Taylor.",1
Tetapi para pelakon menjadikan perkara ini perlu dilihat.,4
"Nyalakan lilin, keluarkan kek dan jangan khawatir tentang kalori kerana terdapat sedikit zat berharga di Birthday Girl - itu adalah, dan mengejutkan, makanan ringan yang bagus.",5
"Ini mungkin mengenai pengedar dadah, penculikan, dan orang yang tidak sedap hati, tetapi nada dan langkahnya sangat intim.",3
"Kisah Massoud adalah sebuah epik, tetapi juga sebuah tragedi, catatan seorang pejuang yang ulung dan berperikemanusiaan yang juga merupakan tawanan (dan akhirnya menjadi mangsa) sejarah.",3
"Sekiranya vampir jahat adalah cawan darah anda, Blade 2 pastinya potongan di atas yang lain.",4
Drumline menangkap hubungan yang rumit dalam kumpulan perarakan.,4
"Kerana filem itu sengaja tidak ironi, ia mempunyai kesan dramatik yang sebenar;",5
Adakah menunjukkan jalan bagi pembuat filem India yang berpetualang ke arah persimpangan ke pasaran bukan etnik.,4
"Nampaknya berdasarkan idea jelek dan bukannya tingkah laku jelek, kerana Kebahagiaan ... Oleh itu, Bercerita jauh lebih menarik.",5
"""Sum"" adalah ""do-over"" Jack Ryan.",3
Beri penghargaan kepada semua orang dari Robinson hingga pegangan utama bahawa tindakan berani ini berjaya.,5
Terutama memberi kredit kepada Affleck.,5
Gambar yang dibuat dengan bijak (dan diedit dengan indah) yang sekurang-kurangnya mempunyai percikan hidup - lebih daripada yang anda boleh katakan untuk banyak filem yang mengalir melalui saluran Hollywood tanpa halangan.,5
"Filem tarikh hebat, apa sahaja orientasi anda.",4
"Tidak semua ceritanya berfungsi dan kisahnya tipis dan tersebar, tetapi filem ini berfungsi dengan baik sehingga menjadikannya layak ditonton.",4
